index,source_id,asassn_name,variable_type,parallax,mean_vmag,dist,period,parallax_error
998,21499792,ASASSN-V J071720.58+014401.9,RRAB,0.4842,13.99,1892.817,0.47632,0.0191
999,AP57166267,ASASSN-V J183341.47-811715.5,RRAB,0.0601,15.78,8651.433,0.771567,0.0274
1000,478024,ASASSN-V J045136.23+621655.8,RRAB,0.1027,16.12,5168.909,0.50089,0.039
1001,AP2925940,ASASSN-V J013558.28+484303.0,RRAB,0.506,15.69,1860.487,0.498658,0.0468
1002,469480,ASASSN-V J185747.83-260839.2,RRAB,0.1206,15.57,5431.437,0.54304,0.0442
1003,461315,ASASSN-V J074432.63-514334.8,RRAB,0.0697,15.48,6366.383,0.52449,0.0254
1004,AP48326439,ASASSN-V J162820.01-602000.3,RRAB,0.7649,14.41,1244.183,0.480655,0.0253
1005,503569,ASASSN-V J193826.69+120605.8,RRC,0.3097,14.45,2865.134,0.35226,0.0197
1006,453895,ASASSN-V J172443.77+061055.6,RRAB,0.0777,17.12,6063.791,0.996629,0.0716
1007,467934,ASASSN-V J185029.76-425228.2,RRAB,0.0882,15.58,5850.51,0.46123,0.0435
1008,458154,ASASSN-V J070851.61-652342.7,RRAB,0.1556,15.43,4985.558,0.49246,0.0256
1009,509730,ASASSN-V J151710.82-453253.1,RRAB,0.2931,13.89,3002.73,0.51684,0.0185
1010,458951,ASASSN-V J025156.31-575550.2,RRAB,0.0392,15.19,10141.35,0.54739,0.022
1011,50939812,ASASSN-V J173849.75-524645.9,RRAB,0.3731,13.96,2342.409,0.544003,0.043
1012,18607995,ASASSN-V J063815.90-262245.2,RRAB,0.4671,15.44,2073.029,0.456055,0.0366
1013,455790,ASASSN-V J182331.71-691817.2,RRC,0.2,14.06,3822.782,0.36806,0.0174
1014,AP45626728,ASASSN-V J082441.74-300922.0,RRC,0.6267,13.32,1499.524,0.282882,0.0127
1015,476329,ASASSN-V J181802.62-374619.9,RRAB,0.1775,14.9,4015.402,0.5526,0.0338
1016,505948,ASASSN-V J175939.60-374233.2,RRAB,0.1128,14.08,5679.747,0.50694,0.041
1017,448718,ASASSN-V J184822.84+325601.7,RRAB,0.0527,15.61,8453.636,0.61692,0.0293
1018,455743,ASASSN-V J211648.52-524739.7,RRAB,0.0709,16.51,6027.343,0.498953,0.0545
1019,514602,ASASSN-V J200443.36+063937.3,RRAB,0.1213,14.93,4972.112,0.70552,0.0364
1020,AP59704797,ASASSN-V J182859.60-361110.6,RRAB,0.087,15.29,6704.836,0.74436,0.0237
1021,AP51312680,ASASSN-V J161414.88-505911.1,RRC,1.3965,14.49,4000.087,0.284945,0.8784
1022,467659,ASASSN-V J223908.79-724901.6,RRAB,0.0475,15.89,6255.999,0.48029,0.0325
1023,520777,ASASSN-V J040427.76+791559.1,RRAB,0.0862,15.11,8107.057,0.58587,0.0216
1024,451348,ASASSN-V J200525.58+070505.1,RRAB,0.1539,14.44,5336.729,0.65228,0.0204
1025,566223,ASASSN-V J070136.33-125906.5,RRC,0.5462,13.85,1703.86,0.26614,0.0155
1026,462665,ASASSN-V J163556.02-121032.5,RRAB,0.1113,16.22,6896.497,0.55217,0.0423
1027,502582,ASASSN-V J182712.68-452114.2,RRAB,0.1706,15.42,4009.106,0.48126,0.0547
1028,449172,ASASSN-V J172702.34+012209.8,RRAB,0.1811,14.67,5228.678,0.59622,0.0246
1029,522850,ASASSN-V J151605.97-442336.8,RRAB,0.1165,14.79,4952.775,0.58268,0.0382
1030,AP26082119,ASASSN-V J115957.68-262234.1,RRAB,8.6784,13.65,115.061,0.607923,0.0181
1031,AP59942338,ASASSN-V J191020.06-333248.0,RRC,0.0876,14.61,6560.481,0.44955,0.0268
1032,465950,ASASSN-V J162252.85-153543.7,RRAB,0.1686,14.79,5201.116,0.49998,0.0271
1033,AP50554657,ASASSN-V J144247.77-470728.1,RRC,0.0785,15.72,6209.022,0.421638,0.0359
1034,489519,ASASSN-V J175209.62-434320.7,RRAB,0.1823,15.15,4200.199,0.440981,0.039
1035,AP53481072,ASASSN-V J162052.14-305542.5,RRAB,0.1393,14.94,4757.693,0.76811,0.0317
1036,459140,ASASSN-V J200552.28-134140.0,RRD,0.1368,14.87,4861.167,0.463835,0.0294
1037,458341,ASASSN-V J120615.05-241209.9,RRC,0.1467,14.4,5096.774,0.28604,0.0222
1038,454148,ASASSN-V J212813.47+734135.8,RRAB,0.2021,15.66,4139.63,0.52485,0.0222
1039,462329,ASASSN-V J200721.59-030616.0,RRAB,0.05,16.38,6356.282,0.50806,0.0489
1040,464375,ASASSN-V J182354.65-481404.4,RRC,0.1015,14.71,6013.402,0.38355,0.0239
1041,508550,ASASSN-V J165540.54-260730.9,RRAB,0.3219,14.04,2709.043,0.482,0.0201
1042,AP59626022,ASASSN-V J184817.23-371630.3,RRC,0.0887,15.51,5948.716,0.327737,0.0437
1043,449928,ASASSN-V J183646.31-393405.6,RRAB,0.2124,14.23,4009.11,0.62487,0.019
1044,457979,ASASSN-V J200944.18-792811.9,RRAB,0.1801,14.99,4309.217,0.57354,0.0198
1045,AP38174991,ASASSN-V J090144.89-731613.4,RRAB,0.2549,16.21,3243.001,0.665003,0.0346
1046,AP57405180,ASASSN-V J215624.90-554622.9,RRC,0.1098,15.01,7635.258,0.388364,0.0272
1047,456971,ASASSN-V J024717.02+442606.1,RRAB,0.1335,15.13,4854.901,0.58399,0.0313
1048,457065,ASASSN-V J193007.00-301457.7,RRAB,0.1208,15.39,5124.215,0.58654,0.0365
1049,560985,ASASSN-V J191442.33+391152.4,RRAB,0.106,16.61,6052.234,0.59291,0.035
1050,491060,ASASSN-V J164934.40-192731.3,RRC,0.1968,14.75,3872.207,0.332769,0.0241
1051,AP53303111,ASASSN-V J164317.33-311541.3,RRC,0.2615,13.8,3946.459,0.438633,0.1568
1052,454288,ASASSN-V J181540.69+203754.1,RRAB,0.2074,14.55,4027.034,0.5588,0.0175
1053,448455,ASASSN-V J203235.16+031412.3,RRAB,0.1178,15.11,5388.105,0.5822,0.0345
1054,493623,ASASSN-V J185746.18-232225.5,RRAB,0.1472,15.09,4963.79,0.4823,0.0393
1055,AP26910185,ASASSN-V J131551.57+033347.8,RRAB,0.3872,15.7,2293.027,0.587745,0.0569
1056,504400,ASASSN-V J185643.00-323010.0,RRAB,0.1799,14.84,4352.821,0.51706,0.0288
1057,469055,ASASSN-V J181125.72-661811.4,RRAB,0.1396,14.67,4917.764,0.5941,0.0297
1058,AP57655775,ASASSN-V J194749.74-631843.9,RRC,0.0848,15.55,6368.653,0.372171,0.0257
1059,449880,ASASSN-V J183815.35-370833.1,RRAB,0.1206,14.87,5995.654,0.52974,0.0272
1060,AP50775467,ASASSN-V J165849.64-591929.5,RRC,0.1538,14.73,5624.5,0.19258,0.0267
1061,456520,ASASSN-V J060848.56-215444.9,RRAB,0.1672,14.18,4597.038,0.57391,0.0202
1062,464345,ASASSN-V J181833.94-494840.7,RRAB,0.1584,15.9,4764.886,0.59191,0.1451
1063,AP40502103,ASASSN-V J111610.01-623833.3,RRAB,0.29,15.12,3124.084,0.468796,0.0207
1064,485482,ASASSN-V J065813.91-150207.3,RRAB,0.1021,15.63,5839.004,0.50622,0.0371
1065,468876,ASASSN-V J191155.65-322347.2,RRAB,0.1431,15.8,4596.91,0.58832,0.0441
1066,AP3829063,ASASSN-V J032813.77+610410.8,RRAB,0.1634,15.92,4851.657,0.762321,0.0283
1067,493314,ASASSN-V J183203.91-203107.9,RRAB,0.199,14.99,3695.386,0.37627,0.0401
1068,462840,ASASSN-V J162951.91-141059.0,RRAB,0.2055,16.42,3064.417,0.7088,0.0503
1069,465096,ASASSN-V J220046.78-133736.5,RRAB,0.0886,16.51,5386.811,0.50813,0.0698
1070,455700,ASASSN-V J221706.95-710000.8,RRC,0.1101,14.81,6501.201,0.36134,0.0182
1071,AP57544050,ASASSN-V J202540.39-611834.8,RRC,0.4443,13.98,2043.655,0.237951,0.0157
1072,459570,ASASSN-V J181633.90+130351.0,RRAB,0.0471,15.31,6382.849,0.56336,0.0434
1073,AP59660102,ASASSN-V J185204.53-353232.1,RRAB,0.0482,15.17,8701.076,0.679647,0.0339
1074,60476229,ASASSN-V J220203.54-182715.6,RRC,0.1761,14.51,3580.967,0.330774,0.029
1075,451455,ASASSN-V J174156.98-554732.7,RRAB,0.0774,14.83,7466.759,0.57425,0.0256
1076,451156,ASASSN-V J182059.07+194050.9,RRAB,0.1803,14.8,5217.021,0.64361,0.0198
1077,657832,ASASSN-V J174940.46-453243.2,RRAB,0.0781,15.32,6008.548,0.448257,0.0438
1078,510131,ASASSN-V J181447.45-415924.8,RRAB,0.1307,15.86,4738.38,0.55673,0.0515
1079,507620,ASASSN-V J101805.02-462414.8,RRAB,0.2203,14.72,3820.468,0.66532,0.0185
1080,488466,ASASSN-V J194116.46-174802.2,RRC,0.2002,14.33,3896.754,0.26289,0.0221
1081,462265,ASASSN-V J173550.03-001601.4,RRAB,0.1003,16.17,6100.275,0.72166,0.0459
1082,AP59269192,ASASSN-V J185929.16-432631.7,RRAB,11.5128,12.93,86.7996,0.57041,0.0192
1083,461601,ASASSN-V J194722.43-053156.1,RRAB,0.3027,14.13,2901.994,0.61187,0.0178
1084,515809,ASASSN-V J181838.33-395844.5,RRAB,0.1155,14.49,6483.64,0.5364,0.0292
1085,AP40062526,ASASSN-V J083522.99-564023.7,RRAB,10.9521,13.18,91.33034,0.45202,0.0104
1086,476262,ASASSN-V J131258.36-502606.6,RRAB,0.1356,16,4798.623,0.51823,0.0419
1087,520923,ASASSN-V J062334.36-811239.7,RRAB,0.0785,15.22,6074.25,0.54896,0.0241
1088,473385,ASASSN-V J180439.02-114325.5,RRAB,1.7287,14.19,12865.1,0.998398,0.5384
1089,453201,ASASSN-V J221516.65+340351.6,RRC,0.2271,14.11,3741.016,0.23205,0.0166
1090,35558165,ASASSN-V J173337.68+155844.5,RRC,0.1174,14.9,5860.21,0.261259,0.0207
1091,452745,ASASSN-V J155620.48-782716.3,RRC,0.1654,14.66,4755.774,0.29988,0.0171
1092,452143,ASASSN-V J180429.70+164727.8,RRAB,0.1116,15.96,5408.913,0.50531,0.0419
1093,451917,ASASSN-V J181343.07+620251.7,RRAB,0.0938,16.41,6682.416,0.47004,0.0325
1094,481189,ASASSN-V J175022.77-022528.9,RRAB,0.0753,16.3,8825.398,0.49823,0.0498
1095,477201,ASASSN-V J124728.12-533448.4,RRC,0.1917,14.49,4208,0.26412,0.0234
1096,AP53385549,ASASSN-V J170142.16-265034.3,RRC,0.2591,14.31,3284.238,0.351101,0.0295
1097,472858,ASASSN-V J121708.91-553948.1,RRAB,0.2277,14.71,3624.047,0.46903,0.0192
1098,AP47188648,ASASSN-V J152405.79-841115.7,RRAB,0.1034,15.4,6488.843,0.610992,0.0301
1099,AP43011750,ASASSN-V J060412.51-585305.6,RRC,0.9849,12.09,982.9877,0.372338,0.0117
1100,AP57366662,ASASSN-V J213058.94-625034.4,RRC,0.2177,13.57,3825.776,0.293587,0.0122
1101,31494308,ASASSN-V J200922.29+021019.4,RRAB,0.0872,15.87,5465.39,0.515972,0.0548
1102,AP47551792,ASASSN-V J153151.41-721824.2,RRC,0.3831,13.81,1977.27,0.217767,0.1181
1103,511277,ASASSN-V J165701.41-183333.5,RRAB,0.084,15.61,5979.962,0.4783,0.0511
1104,563369,ASASSN-V J195157.43-024358.6,RRAB,0.1489,16.16,4262.103,0.52783,0.045
1105,449356,ASASSN-V J225908.60+254947.6,RRAB,0.1286,14.86,6008.093,0.4962,0.0232
1106,459738,ASASSN-V J183222.07+145739.0,RRAB,0.1087,15.85,5175.631,0.46011,0.0399
1107,AP44542290,ASASSN-V J075907.42-293039.3,RRAB,0.3707,14.35,2435.117,0.436656,0.0205
1108,AP47568143,ASASSN-V J152431.38-712017.4,RRC,0.6152,13.26,1515.591,0.256041,0.0131
1109,479606,ASASSN-V J193726.68-065808.6,RRAB,0.1337,13.83,5156.583,0.63406,0.03
1110,504965,ASASSN-V J112744.19-191354.1,RRAB,0.0985,15.87,5114.506,0.57343,0.0387
1111,463268,ASASSN-V J164508.12-025100.3,RRAB,0.1206,15.76,7022.746,0.5913,0.0357
1112,448683,ASASSN-V J182004.94+240206.0,RRAB,0.0681,15.63,8740.423,0.566715,0.0241
1113,459888,ASASSN-V J182016.70+090653.5,RRAB,0.0976,15.08,8457.765,0.56009,0.0279
1114,502553,ASASSN-V J185921.25-380734.6,RRAB,0.0876,16.26,5649.367,0.48354,0.0595
1115,448894,ASASSN-V J174253.79+285222.3,RRC,0.1166,15.3,5591.573,0.32189,0.0217
1116,461852,ASASSN-V J201352.52-054909.9,RRAB,0.1019,15.94,5430.09,0.50605,0.0542
1117,482384,ASASSN-V J160803.63-421915.3,RRAB,0.2618,16.03,3234.928,0.44637,0.0396
1118,461668,ASASSN-V J195910.20-064141.5,RRAB,0.1404,15.36,4754.469,0.44217,0.0438
1119,454292,ASASSN-V J181213.02+234021.6,RRAB,0.109,14.76,7524.157,0.66351,0.0263
1120,466681,ASASSN-V J184857.58-344827.7,RRAB,0.139,14.6,4731.87,0.47044,0.0477
1121,450379,ASASSN-V J184332.89-391447.4,RRAB,0.0712,15.32,7103.779,0.46679,0.0379
1122,451746,ASASSN-V J072616.21-702333.9,RRC,0.0549,15.99,6203.497,0.35449,0.0363
1123,459018,ASASSN-V J141004.73+802112.9,RRAB,0.0834,15.37,7815.728,0.65217,0.0237
1124,448675,ASASSN-V J181931.65+243215.1,RRAB,0.1145,14.3,6981.98,0.72031,0.0219
1125,AP50474321,ASASSN-V J150933.46-484108.3,RRC,0.8104,11.36,1167.683,0.204803,0.0336
1126,484903,ASASSN-V J174034.46-144744.8,RRAB,0.2314,15.53,3505.793,0.56652,0.0399
1127,476051,ASASSN-V J175402.27-134539.0,RRAB,0.2743,15.41,3644.25,0.54069,0.0376
1128,454934,ASASSN-V J194812.68-520951.5,RRAB,0.0677,15.65,7185.927,0.46507,0.0437
1129,465119,ASASSN-V J194558.08+253039.3,RRAB,3.338,17.11,3841.825,0.45897,0.9817
1130,479395,ASASSN-V J191902.14-014822.0,RRAB,0.1916,16.58,4267.685,0.51292,0.0446
1131,456433,ASASSN-V J073538.94+094216.6,RRAB,0.1439,13.99,5483.923,0.5279,0.0246
1132,490255,ASASSN-V J172839.14-494502.0,RRAB,0.1376,14.61,5098.239,0.5329,0.0292
1133,AP42829825,ASASSN-V J064910.00-620106.0,RRC,0.2659,15.44,3257.603,0.266682,0.0216
1134,465983,ASASSN-V J191551.72+224041.0,RRAB,0.2493,15.28,3446.264,0.55468,0.0215
1135,476248,ASASSN-V J093558.94-444351.3,RRAB,0.0742,16.04,5928.5,0.46257,0.0337
1136,455370,ASASSN-V J162508.60-313126.1,RRAB,0.1109,15.76,5856.666,0.5491,0.0413
1137,456283,ASASSN-V J225031.81-683419.0,RRAB,0.1475,15.51,4323.992,0.49071,0.0319
1138,AP39218677,ASASSN-V J095313.79-601509.5,RRC,0.5789,13.23,1629.25,0.265438,0.0123
1139,654470,ASASSN-V J092729.01-863436.8,RRAB,0.0965,16.04,6271.263,0.53654,0.0294
1140,484918,ASASSN-V J164847.20-245406.5,RRAB,0.0835,16.35,5994.535,0.36139,0.0451
1141,34837064,ASASSN-V J172128.60+105011.8,RRAB,0.226,15.18,3806.436,0.490641,0.0261
1142,483016,ASASSN-V J174506.04-070054.5,RRAB,0.2542,15.63,4417.901,0.44956,0.0361
1143,473187,ASASSN-V J225051.59+422303.4,RRAB,0.0601,16.51,5604.868,0.55284,0.0484
1144,566221,ASASSN-V J161204.34-342504.3,RRC,1.036,13.83,1011.013,0.28348,0.2128
1145,474077,ASASSN-V J181712.35-341316.0,RRAB,0.0852,14.3,6469.296,0.71611,0.0282
1146,516794,ASASSN-V J170456.08-264215.6,RRAB,0.1565,16.15,3173.974,0.55028,0.0405
1147,50025051,ASASSN-V J152335.82-500301.6,RRC,0.2208,15.91,3627.791,0.477329,0.0393
1148,AP4818658,ASASSN-V J043839.78+760538.6,RRC,0.9678,12.51,1013.265,0.280804,0.0169
1149,464647,ASASSN-V J193558.97-520320.9,RRAB,0.15,14.73,4941.181,0.60812,0.0244
1150,453751,ASASSN-V J175156.29+134216.5,RRAB,0.0758,14.64,8243.862,0.64382,0.0261
1151,486310,ASASSN-V J152113.90-472418.9,RRAB,0.4646,15.27,4669.649,0.447431,0.2599
1152,452970,ASASSN-V J202454.87+054224.3,RRAB,0.1611,14.5,4528.801,0.59754,0.0215
1153,502761,ASASSN-V J172735.14-633913.5,RRAB,0.1301,14.85,5359.519,0.59765,0.0256
1154,42546104,ASASSN-V J102711.67-353216.8,RRAB,1.2399,13.19,781.5349,0.630599,0.0128
1155,455156,ASASSN-V J194200.79-600821.5,RRC,0.3285,13.5,2686.977,0.21518,0.0153
1156,563760,ASASSN-V J111446.46-485229.8,RRAB,0.0971,15.87,5484.625,0.4532,0.0387
1157,449544,ASASSN-V J180458.26+211213.4,RRAB,0.1587,16.11,4640.696,0.51888,0.0398
1158,655448,ASASSN-V J191945.98-341516.1,RRC,0.0925,14.71,5387.21,0.363825,0.0273
1159,453121,ASASSN-V J131840.81-454545.0,RRAB,0.1783,14.6,4170.85,0.65026,0.0238
1160,452854,ASASSN-V J205157.35+571053.1,RRAB,0.2676,14.62,3430.093,0.65942,0.0173
1161,506243,ASASSN-V J104222.67-532510.2,RRAB,0.2193,15.02,3722.729,0.51158,0.0212
1162,451286,ASASSN-V J200008.04+060641.4,RRAB,0.1746,14.01,4282.326,0.73328,0.0293
1163,AP38422593,ASASSN-V J103914.16-693033.9,RRAB,0.5668,14.59,1655.46,0.662375,0.0165
1164,560129,ASASSN-V J174516.30-673849.3,RRAB,0.1184,15.97,5427.094,0.54005,0.0462
1165,462876,ASASSN-V J164144.87-125643.0,RRD,0.2664,14.43,3462.072,0.472398,0.0208
1166,453256,ASASSN-V J220956.46+353512.4,RRC,0.0627,14.93,7387.337,0.37858,0.0246
1167,473723,ASASSN-V J151908.82-145648.0,RRC,0.1579,15.55,3874.118,0.33202,0.052
1168,484501,ASASSN-V J164735.51-262037.2,RRC,0.1896,14.47,4209.681,0.41494,0.0233
1169,470376,ASASSN-V J173255.22-833249.0,RRC,0.2523,13.96,3444.303,0.29648,0.0143
1170,472553,ASASSN-V J120519.53-534334.3,RRAB,0.139,14.71,4849.462,0.67461,0.0245
1171,565722,ASASSN-V J173409.53-501644.4,RRAB,0.2014,14.49,4779.023,0.67373,0.0329
1172,560456,ASASSN-V J080156.04+672618.3,RRC,0.1506,14.04,5190.804,0.27419,0.015
1173,560460,ASASSN-V J083214.42+774320.4,RRAB,0.0585,15.5,6351.444,0.48214,0.0274
1174,510324,ASASSN-V J173315.79-472553.3,RRAB,0.1597,14.9,4604.458,0.61742,0.0258
1175,AP54127758,ASASSN-V J133853.82-520932.8,RRC,0.6179,15.26,3429.764,0.204198,0.037
1176,453874,ASASSN-V J172437.63+055248.7,RRAB,0.1601,14.61,5861.153,0.76986,0.0238
1177,502886,ASASSN-V J174950.87+135544.9,RRAB,0.0701,16.92,6694.615,0.49054,0.0548
1178,478531,ASASSN-V J003138.25+513639.3,RRAB,0.1062,16.28,4891.497,0.52806,0.0442
1179,460052,ASASSN-V J164617.90-131127.0,RRC,0.3593,13.86,2512.772,0.33161,0.0157
1180,452252,ASASSN-V J181412.56-603535.7,RRAB,0.1243,15.99,4797.899,0.53814,0.0552
1181,456028,ASASSN-V J061135.04+503408.2,RRAB,0.1808,15.09,4021.32,0.53031,0.0291
1182,AP41690845,ASASSN-V J110156.49-454413.7,RRC,0.6702,12.84,1436.863,0.365051,0.0123
1183,AP52742137,ASASSN-V J153831.35-431751.5,RRC,0.1285,15.31,4981.442,0.35401,0.0336
1184,AP52681308,ASASSN-V J160352.81-373551.1,RRC,0.2309,14.76,3466.647,0.305858,0.026
1185,466232,ASASSN-V J203953.31+213835.6,RRAB,0.1257,15.07,5444.069,0.69209,0.0234
1186,450286,ASASSN-V J174540.49-700323.9,RRAB,0.134,14.75,6038.802,0.54683,0.0229
1187,486706,ASASSN-V J170650.38-130257.0,RRAB,0.2058,16.23,3560.885,0.48763,0.0572
1188,494050,ASASSN-V J170731.00-161236.4,RRD,0.1563,14.04,4406.105,0.584699,0.0456
1189,477654,ASASSN-V J104724.38-512520.5,RRAB,0.3247,13.9,2738.82,0.55057,0.0148
1190,466319,ASASSN-V J202701.77+223356.1,RRAB,0.0793,14.96,6824.185,0.57273,0.0277
1191,459149,ASASSN-V J200241.90-135302.5,RRC,0.1941,14.88,4125.679,0.33857,0.0257
1192,483887,ASASSN-V J165743.22-244106.5,RRAB,0.1279,15.5,4720.627,0.4758,0.043
1193,34993946,ASASSN-V J180207.11+172720.6,RRAB,0.873,14.06,1106.148,0.527564,0.0155
1194,467598,ASASSN-V J173055.68+801207.6,RRAB,0.1095,15.35,6408.882,0.49554,0.0223
1195,516356,ASASSN-V J124459.51-564447.5,RRC,0.3301,14.06,2641.28,0.205119,0.0176
1196,460514,ASASSN-V J180354.84+010400.3,RRAB,0.1016,16.16,5305.365,0.721174,0.0514
1197,AP38037624,ASASSN-V J093859.50-785806.1,RRC,0.2641,15.42,3311.516,0.395011,0.0206
1198,452262,ASASSN-V J185104.71+532134.6,RRAB,0.1531,15.53,5119.612,0.48812,0.0275
1199,491690,ASASSN-V J173800.94-160230.5,RRAB,0.2072,15.1,3998.651,0.44483,0.0393
1200,507278,ASASSN-V J092929.40-560623.1,RRC,0.7053,13.34,1359.146,0.30614,0.0182
1201,453378,ASASSN-V J180955.53+151129.5,RRAB,0.1877,14.24,4503.049,0.49764,0.0224
1202,465003,ASASSN-V J194225.84+245349.6,RRAB,0.3657,15.64,2580.487,0.62068,0.0227
1203,482841,ASASSN-V J174228.24-041303.6,RRAB,0.3087,15.34,2746.833,0.596,0.0262
1204,468598,ASASSN-V J052333.58+194755.1,RRAB,0.1231,15.94,4324.023,0.43987,0.044
1205,448785,ASASSN-V J192450.24+401441.9,RRC,0.1928,14.62,4552.182,0.29029,0.0164
1206,AP38041157,ASASSN-V J095643.35-783447.2,RRC,0.1428,14.4,5362.282,0.253399,0.0162
1207,456101,ASASSN-V J062058.49+402953.3,RRAB,0.0598,14.43,7329.282,0.59373,0.0311
1208,653903,ASASSN-V J063249.14-523225.5,RRAB,0.0423,16.47,7772.725,0.57059,0.0326
1209,561791,ASASSN-V J181618.91-331249.0,RRAB,0.2207,14.4,3990.429,0.630441,0.111
1210,APO1778,ASASSN-V J093523.79+373113.7,RRC,1.7657,11.29,550.9503,0.21327,0.0209
1211,AP53480879,ASASSN-V J162252.55-310333.4,RRAB,0.1314,15.33,5035.783,0.579729,0.0354
1212,507667,ASASSN-V J170638.95-274855.8,RRAB,0.194,15.21,4093.92,0.45256,0.0471
1213,471686,ASASSN-V J185049.11+801305.0,RRAB,0.0858,16.21,5566.488,0.68822,0.0339
1214,AP51253501,ASASSN-V J160325.50-544749.1,RRC,0.3898,14.84,2301.957,0.191003,0.0244
1215,484748,ASASSN-V J172512.04-130156.1,RRAB,0.1873,15.21,3975.091,0.47436,0.0289
1216,486700,ASASSN-V J125527.73-743944.2,RRAB,0.1716,15.45,4188.744,0.44871,0.0307
1217,AP59662725,ASASSN-V J184729.41-354431.5,RRAB,0.2218,13.57,3786.371,0.769978,0.0149
1218,483869,ASASSN-V J165453.10-251119.0,RRAB,0.1824,15.17,5393.35,0.49066,0.1287
1219,490448,ASASSN-V J155227.67-674143.3,RRAB,0.1773,14.03,4493.099,0.56321,0.0157
1220,AP38612920,ASASSN-V J103224.57-654921.9,RRC,1.419,11.3,690.7864,0.191712,0.089
1221,467636,ASASSN-V J214504.68-645400.7,RRAB,0.0563,15.8,10826.8,0.52161,0.0338
1222,AP47995384,ASASSN-V J170029.57-621811.4,RRC,3.7443,13.93,342.592,0.187921,0.6054
1223,464366,ASASSN-V J181910.25-480700.6,RRAB,0.0816,15.21,7884.833,0.54193,0.0315
1224,AP38122784,ASASSN-V J063220.13-781809.3,RRC,0.2397,13.77,3594.108,0.320757,0.0111
1225,459681,ASASSN-V J161851.50-212606.4,RRC,0.2013,13.97,3954.361,0.27216,0.0274
1226,AP59003970,ASASSN-V J201011.76-402057.2,RRD,0.1693,15.41,4266.442,0.55297,0.0358
1227,462179,ASASSN-V J195556.44-021322.0,RRAB,0.1619,15.55,4468.044,0.66016,0.0306
1228,488627,ASASSN-V J192742.08-190221.5,RRAB,0.1355,15.26,5605.504,0.58148,0.0325
1229,AP38095393,ASASSN-V J082714.77-791635.3,RRC,0.6434,13.81,1473.191,0.221802,0.0121
1230,AP47617425,ASASSN-V J140841.99-725114.2,RRC,1.5679,11.43,625.5635,0.29049,0.0137
1231,AP27424628,ASASSN-V J103506.55+065600.7,RRAB,0.8256,14.45,1141.378,0.592369,0.027
1232,AP47999775,ASASSN-V J164857.41-620836.3,RRAB,0.0587,15.81,6048.761,0.764059,0.04
1233,480107,ASASSN-V J145133.67-541730.9,RRAB,0.2721,14.83,3259.594,0.633869,0.0211
1234,657704,ASASSN-V J173922.39-493050.9,RRAB,0.1007,14.83,5359.729,0.547092,0.0434
1235,AP51007780,ASASSN-V J171425.92-525322.1,RRAB,0.8509,14.29,4035.703,0.487076,0.3818
1236,454199,ASASSN-V J143632.77+662535.1,RRAB,0.1363,16.94,6060.356,0.55478,0.0521
1237,657565,ASASSN-V J182518.28-423003.2,RRD,0.1058,15.41,5425.312,0.583123,0.0317
1238,470332,ASASSN-V J063948.74+385055.3,RRAB,0.2361,14.17,3386.355,0.53702,0.0236
1239,510890,ASASSN-V J172102.17-492259.2,RRAB,0.1249,15.64,5145.897,0.53089,0.0425
1240,57873110,ASASSN-V J204756.98-511227.8,RRAB,0.1712,14.16,5136.189,0.463076,0.0206
1241,488519,ASASSN-V J173154.56-545336.9,RRAB,0.1078,14.36,6600.604,0.57602,0.028
1242,509311,ASASSN-V J164456.94-283440.6,RRAB,0.1845,15.01,4257.533,0.5193,0.0329
1243,461456,ASASSN-V J182236.77+061049.9,RRAB,0.2476,14.36,3409.261,0.43318,0.0223
1244,488368,ASASSN-V J191803.40-175900.7,RRAB,0.165,17.13,4212.479,0.57486,0.0677
1245,APO1824,ASASSN-V J151822.62+020639.7,RRAB,0.1175,13.43,5184.857,0.48717,0.0167
1246,480154,ASASSN-V J195153.35-023111.4,RRAB,0.1104,15.22,5177.214,0.71734,0.0311
1247,464397,ASASSN-V J183313.79-481646.9,RRAB,0.1176,15.25,5233.65,0.53298,0.0385
1248,489416,ASASSN-V J180754.77-422148.1,RRAB,0.1571,15.02,4794.874,0.53222,0.0301
1249,480896,ASASSN-V J180258.44-005311.7,RRAB,0.0859,16.3,8703.161,0.6208,0.0494
1250,506155,ASASSN-V J181908.24-380914.3,RRC,0.1738,14.3,4542.513,0.34466,0.0236
1251,AP57643799,ASASSN-V J190752.39-622224.8,RRAB,0.1105,15.58,4614.992,0.53496,0.0552
1252,511929,ASASSN-V J165240.92-210527.2,RRAB,0.1623,15.79,4375.498,0.44602,0.0408
1253,AP53229491,ASASSN-V J164730.81-332648.2,RRC,0.3531,14.88,2405.949,0.266658,0.0312
1254,AP39570821,ASASSN-V J081403.78-612124.6,RRC,2.1897,14.96,1435.79,0.212609,0.6045
1255,565417,ASASSN-V J172753.80-542244.9,RRAB,0.1367,14.62,5447.659,0.62522,0.0299
1256,479616,ASASSN-V J101811.71-461306.4,RRAB,0.2287,14.59,3549.183,0.51366,0.0176
1257,AP28725465,ASASSN-V J181240.68-212635.8,RRC,2.7085,10.94,364.3597,0.206683,0.1185
1258,467904,ASASSN-V J184354.05-412841.6,RRAB,0.0876,15.34,5656.578,0.47986,0.0394
1259,AP49078874,ASASSN-V J130914.05-674136.5,RRC,0.4086,13.78,2317.984,0.224686,0.048
