index,source_id,asassn_name,variable_type,parallax,mean_vmag,dist,period,parallax_error
0,505934,ASASSN-V J174610.37-152619.8,RRAB,0.1123,16.05,5527.884,0.61802,0.0387
1,504046,ASASSN-V J191731.48+353617.0,RRAB,0.1132,14.66,6680.728,0.60593,0.0162
2,456284,ASASSN-V J062011.28+675148.4,RRC,0.0929,15.13,6573.14,0.32961,0.0259
3,AP39443219,ASASSN-V J075015.49-645653.0,RRC,0.5339,13.68,1758.571,0.357864,0.0106
4,464409,ASASSN-V J183205.91-494042.9,RRAB,0.0887,14.74,6070.996,0.52717,0.0325
5,467939,ASASSN-V J044831.66+261108.7,RRAB,0.248,16.01,3204.071,0.47256,0.0407
6,454574,ASASSN-V J190716.49-292957.3,RRAB,0.1379,14.46,4925.933,0.56074,0.0366
7,456343,ASASSN-V J072220.18+190919.3,RRAB,0.0578,15.71,5798.891,0.55973,0.0424
8,451715,ASASSN-V J174235.21+224256.2,RRAB,0.1164,15.74,5813.673,0.49012,0.0306
9,34560437,ASASSN-V J182703.00+072726.3,RRAB,0.7922,14.61,1216.537,0.482527,0.0302
10,454513,ASASSN-V J003119.06-600638.4,RRAB,0.0579,16.9,5875.548,0.45815,0.0544
11,459465,ASASSN-V J081154.15-751017.0,RRAB,0.0718,15.34,6728.314,0.50773,0.0281
12,451133,ASASSN-V J181731.16+181544.4,RRAB,0.1954,14.66,4325.234,0.5744,0.0186
13,479539,ASASSN-V J101708.66-462128.0,RRAB,0.1737,14.43,4826.399,0.53823,0.0198
14,505932,ASASSN-V J021132.64+533708.1,RRAB,0.1324,15.13,4791.952,0.44999,0.0356
15,456987,ASASSN-V J193205.69-280830.3,RRAB,0.0779,15.79,5961.589,0.62986,0.0347
16,487214,ASASSN-V J180844.85-132257.3,RRAB,0.7227,13.67,1305.244,0.56467,0.0163
17,488729,ASASSN-V J070533.32-212623.6,RRAB,0.0626,16.45,5462.019,0.46504,0.0555
18,AP12996825,ASASSN-V J223054.90+484124.0,RRC,1.4763,11.17,657.0154,0.288408,0.0181
19,AP47329164,ASASSN-V J162906.98-761608.0,RRC,0.788,12.44,1217.695,0.264165,0.0181
20,489206,ASASSN-V J192513.65-135012.0,RRAB,0.1306,15,4946.015,0.51136,0.0278
21,AP36318090,ASASSN-V J045227.87-622002.7,RRAB,0.3094,17.1,2869.43,0.507929,0.0558
22,51539719,ASASSN-V J175541.29-524714.2,RRAB,0.272,14.12,3342.558,0.42791,0.0195
23,450850,ASASSN-V J172133.04+035003.3,RRC,0.1501,13.98,4907.29,0.37636,0.0268
24,502405,ASASSN-V J175314.82+174841.7,RRAB,0.0694,14.76,7460.575,0.631554,0.0208
25,521757,ASASSN-V J114823.40-483909.5,RRAB,0.1052,16.39,5385.66,0.46582,0.0468
26,452786,ASASSN-V J132811.42-361434.0,RRC,0.0873,14.8,6196.451,0.36435,0.0277
27,559906,ASASSN-V J175607.10+183530.8,RRAB,0.0652,16.41,6340.531,0.61316,0.0435
28,523255,ASASSN-V J180907.69-403219.1,RRAB,0.1436,15.14,4765.168,0.36368,0.0528
29,454745,ASASSN-V J134344.54+780732.9,RRAB,0.0479,15.33,7115.711,0.70287,0.0264
30,484920,ASASSN-V J173634.17-141103.3,RRAB,0.0553,16.07,7199.228,0.4325,0.043
31,455542,ASASSN-V J162027.43-304550.8,RRAB,0.2198,14.61,3576.142,0.55886,0.0216
32,43762553,ASASSN-V J080232.88-364133.0,RRC,0.4779,13.44,1226.025,0.23006,0.0117
33,482905,ASASSN-V J142202.28-465101.7,RRAB,0.1613,15.25,4401.41,0.45648,0.0334
34,510069,ASASSN-V J181911.72-415813.5,RRAB,0.0839,14.88,6145.725,0.77737,0.0247
35,AP52122421,ASASSN-V J163846.03-404425.5,RRAB,0.4576,14.68,1974.91,0.443503,0.0205
36,453124,ASASSN-V J223650.53+331834.0,RRAB,0.1631,14.88,4460.43,0.497395,0.0221
37,448243,ASASSN-V J172817.01+090003.3,RRAB,0.182,14.17,3817.569,0.57435,0.0247
38,458103,ASASSN-V J163113.15-851824.7,RRAB,0.17,15.62,4368.486,0.50164,0.0302
39,470106,ASASSN-V J181243.19-582925.6,RRAB,0.1255,16.59,5671.048,0.511,0.0573
40,44378360,ASASSN-V J074042.87-323958.3,RRC,0.4685,13.94,1974.079,0.271241,0.025
41,467948,ASASSN-V J184640.36-425203.1,RRAB,0.1264,14.51,5221.862,0.43202,0.0394
42,AP52460117,ASASSN-V J153447.07-452408.3,RRC,0.5221,14.66,1999.559,0.180586,0.1594
43,451683,ASASSN-V J063033.69-603953.3,RRAB,0.114,15,6188.444,0.53661,0.0176
44,AP39461694,ASASSN-V J083229.55-622024.4,RRC,0.1187,15.84,5424.117,0.301024,0.0387
45,454796,ASASSN-V J153136.09+742648.0,RRAB,0.1541,14.87,5113.155,0.55471,0.0209
46,457184,ASASSN-V J234431.93+443854.4,RRAB,0.1191,15.85,5387.866,0.42133,0.0356
47,478005,ASASSN-V J092247.13-512400.5,RRAB,0.2608,15.42,3446.08,0.61935,0.0238
48,473405,ASASSN-V J083609.81-513927.6,RRAB,0.3375,14.83,2636.459,0.38186,0.0184
49,AP28504059,ASASSN-V J185410.32-211713.4,RRD,0.7181,14.9,1323.036,0.58292,0.0336
50,517133,ASASSN-V J163936.06-344916.8,RRAB,0.1046,14.63,4848.421,0.45377,0.0504
51,475755,ASASSN-V J073549.83-004211.6,RRAB,0.1519,15.17,4318.338,0.49484,0.0282
52,478690,ASASSN-V J165448.28-540214.7,RRAB,0.3386,13.77,2628.848,0.55539,0.0178
53,461660,ASASSN-V J175906.72-501328.0,RRAB,0.1519,14.42,4757.643,0.64478,0.0225
54,479013,ASASSN-V J193931.61-064228.6,RRAB,0.1191,14.7,5407.98,0.61109,0.0312
55,467132,ASASSN-V J190907.39-331438.2,RRAB,0.0782,15.36,6580.038,0.49543,0.0343
56,J095255.84-793521.9,ASASSN-V J095255.84-793521.9,RRAB,0.1898,14.51,4438.701,0.457516,0.0148
57,517958,ASASSN-V J173623.60-512246.6,RRAB,0.0367,15.69,8494.841,0.5365,0.0292
58,469444,ASASSN-V J170753.61-725049.5,RRAB,0.074,15.13,8740.101,0.59793,0.0264
59,AP47417288,ASASSN-V J141203.91-764300.9,RRC,0.1736,13.9,4569.059,0.279986,0.019
60,40849810,ASASSN-V J110611.94-520417.0,RRC,0.1668,15.2,4619.321,0.455609,0.0211
61,AP29225454,ASASSN-V J165944.36-233935.4,RRAB,0.2304,15.62,5135.382,0.479618,0.1365
62,505078,ASASSN-V J191423.91-074539.7,RRAB,0.1077,14.84,5244.171,0.69995,0.0362
63,451159,ASASSN-V J183119.78+195810.2,RRC,0.1883,14.57,4398.686,0.32676,0.0193
64,511674,ASASSN-V J184421.69-180716.8,RRAB,0.2271,14.9,3325.07,0.66376,0.0343
65,505922,ASASSN-V J181047.52-395152.5,RRAB,0.1495,14.64,4664.014,0.64843,0.0366
66,AP53575077,ASASSN-V J163036.35-294550.1,RRC,0.1266,15.37,4990.737,0.261347,0.046
67,449961,ASASSN-V J183402.70-362955.1,RRAB,0.0683,14.81,6862.715,0.51453,0.0353
68,AP50908382,ASASSN-V J175907.29-552452.8,RRAB,0.4613,15.57,2089.141,0.455949,0.0449
69,450029,ASASSN-V J181929.50-382604.6,RRAB,0.1588,14.77,4621.994,0.64538,0.0301
70,AP36360181,ASASSN-V J042829.11-641646.6,RRC,0.604,13.41,1571.817,0.29784,0.0166
71,456302,ASASSN-V J054653.95-221456.8,RRAB,0.0754,14.77,9450.785,0.55309,0.0269
72,AP36105307,ASASSN-V J040851.25-740949.0,RRC,1.83,11.64,537.2894,0.219768,0.0136
73,561134,ASASSN-V J192152.85+032028.8,RRAB,0.2411,15.06,3387.673,0.54151,0.0323
74,484923,ASASSN-V J172942.21-144028.3,RRAB,0.2016,16.19,3946.602,0.48676,0.0515
75,462113,ASASSN-V J161934.76-721939.0,RRAB,0.1977,14.85,3815.404,0.73062,0.0415
76,463257,ASASSN-V J170521.09-043230.3,RRAB,0.0775,16.26,7598.572,0.52336,0.0422
77,459129,ASASSN-V J200210.06-122458.3,RRAB,0.2436,13.98,3612.316,0.64766,0.019
78,459870,ASASSN-V J181950.03+102453.6,RRAB,0.1675,15.05,4262.683,0.47366,0.0339
79,493639,ASASSN-V J185144.81-223604.7,RRAB,0.0483,14.97,6466.981,0.48307,0.0417
80,27831766,ASASSN-V J182604.27-343308.4,RRC,0.2131,13.97,7264.361,0.387194,0.0176
81,509620,ASASSN-V J170243.57-325724.8,RRAB,0.2034,15.59,3664.865,0.50656,0.0465
82,514559,ASASSN-V J182901.33-455730.6,RRC,0.1508,14.54,5011.494,0.33165,0.0216
83,566195,ASASSN-V J172220.55-490542.1,RRAB,0.0828,14.7,9891.52,0.60402,0.0533
84,449149,ASASSN-V J173555.38+021238.4,RRAB,0.1741,14.55,4678.218,0.49558,0.0216
85,454260,ASASSN-V J181313.08+205628.5,RRAB,0.164,14.11,4648.542,0.43238,0.0223
86,451495,ASASSN-V J173558.32-545156.3,RRAB,0.0736,14.1,6619.507,0.46196,0.0344
87,654046,ASASSN-V J182349.44-375031.3,RRAB,0.1348,13.99,5678.437,0.565784,0.0285
88,493116,ASASSN-V J185252.22-224437.9,RRD,0.1553,14.7,4692.497,0.460867,0.029
89,509361,ASASSN-V J145249.58-443902.5,RRAB,0.1548,15.58,4180.356,0.54401,0.0429
90,454590,ASASSN-V J192033.50-293532.2,RRAB,0.1888,15.38,3918.071,0.58421,0.035
91,456145,ASASSN-V J172412.05-772942.1,RRAB,0.0574,16.78,5950.783,0.52838,0.045
92,566629,ASASSN-V J152434.85-393513.5,RRAB,0.0584,16.09,6758.512,0.45648,0.0441
93,466980,ASASSN-V J184102.52-332650.8,RRAB,0.1146,15.48,5801.946,0.53362,0.0468
94,AP49965383,ASASSN-V J151313.62-532143.7,RRC,0.1107,14.36,6440.166,0.380475,0.039
95,468203,ASASSN-V J200954.69+164123.9,RRAB,0.1274,15.35,5669.128,0.57676,0.0285
96,449876,ASASSN-V J182849.22-383402.2,RRAB,0.2367,14.89,3320.355,0.45912,0.0444
97,523257,ASASSN-V J175714.62-425448.4,RRAB,0.1076,15.69,5205.984,0.64108,0.0487
98,AP51750410,ASASSN-V J173042.32-452930.6,RRC,0.405,14.42,2191.865,0.333418,0.0218
99,AP60026865,ASASSN-V J185331.43-303159.8,RRAB,0.1564,15.08,5627.662,0.455555,0.0286
100,461270,ASASSN-V J171812.73-005302.7,RRAB,0.1884,14.66,4487.725,0.62756,0.0289
101,516152,ASASSN-V J165321.24-531929.9,RRAB,0.1523,15.65,4888.449,0.5781,0.0311
102,475411,ASASSN-V J100551.93-463657.9,RRAB,0.286,13.68,3092.734,0.62129,0.0134
103,AP53119649,ASASSN-V J161853.19-354031.0,RRC,0.1008,16.03,5616.866,0.349455,0.0512
104,AP7531552,ASASSN-V J102309.24+751822.9,RRC,0.1305,15.26,5118.433,0.363527,0.0236
105,448577,ASASSN-V J190231.18+360530.4,RRAB,0.0474,15.93,7775.637,0.53384,0.0307
106,454479,ASASSN-V J201619.58+011652.1,RRAB,0.1624,14.98,4655.512,0.65038,0.0252
107,488931,ASASSN-V J174417.99-495650.8,RRAB,0.2629,14.34,3254.008,0.46659,0.0236
108,451154,ASASSN-V J182111.35+222508.5,RRAB,0.1565,14.72,5467.186,0.6592,0.0185
109,489431,ASASSN-V J163247.69-665040.1,RRAB,0.1513,14.91,4683.3,0.39094,0.0278
110,485219,ASASSN-V J173536.96-155030.8,RRAB,0.2861,14.62,3056.674,0.466088,0.023
111,488511,ASASSN-V J173034.38-533527.4,RRAB,0.0854,15.06,6544.383,0.43285,0.0284
112,509497,ASASSN-V J165133.15-293019.5,RRAB,0.1555,15.3,4689.821,0.42956,0.048
113,AP38157783,ASASSN-V J091236.66-754139.8,RRC,0.496,12.26,1892.3,0.296015,0.0125
114,452674,ASASSN-V J014611.42-523606.7,RRAB,0.124,15.41,4946.702,0.67406,0.025
115,654920,ASASSN-V J214347.75-340555.9,RRC,0.1049,15.39,3870.501,0.3326,0.0328
116,503689,ASASSN-V J172657.03-642141.9,RRAB,0.1258,13.95,5834.398,0.60296,0.0197
117,474323,ASASSN-V J092310.82-803554.0,RRAB,0.1739,15.9,4381.55,0.45048,0.037
118,460688,ASASSN-V J220542.89-200930.7,RRC,0.1915,14.11,3693.222,0.39527,0.0202
119,654072,ASASSN-V J185407.97-395417.8,RRAB,0.1217,15.13,5824.241,0.605499,0.031
120,654961,ASASSN-V J051134.22-832756.8,RRC,0.1609,14.52,4900.924,0.353945,0.017
121,448228,ASASSN-V J175124.68+570423.6,RRAB,0.9533,14.14,1024.998,0.499424,0.0126
122,AP38670083,ASASSN-V J105139.60-641640.0,RRC,0.3755,13.64,5694.244,0.187403,0.1908
123,460356,ASASSN-V J233957.49-824322.3,RRAB,0.1084,16.12,5242.651,0.46821,0.0343
124,451851,ASASSN-V J033015.09-602356.5,RRAB,0.0748,16.28,6403.323,0.46344,0.0345
125,450395,ASASSN-V J184918.60-393050.4,RRAB,0.069,14.99,6525.645,0.47528,0.037
126,507186,ASASSN-V J105113.69-573515.5,RRAB,0.2364,15.02,3629.259,0.39599,0.0217
127,510186,ASASSN-V J182622.53-405902.5,RRAB,0.0583,15.28,6363.469,0.50832,0.0406
128,453693,ASASSN-V J204630.59+042058.3,RRAB,0.0819,15.72,6474.409,0.5247,0.0402
129,AP59605638,ASASSN-V J184934.33-384729.1,RRC,0.1282,14.76,5299.633,0.264188,0.0293
130,460031,ASASSN-V J080208.86-044456.2,RRAB,0.0857,15.95,5302.099,0.47451,0.0385
131,489927,ASASSN-V J182002.69-445152.9,RRAB,0.112,15.19,5665.129,0.60286,0.0273
132,460441,ASASSN-V J193421.74-201051.7,RRAB,0.1796,13.98,4864.855,0.65344,0.0258
133,AP54063405,ASASSN-V J134831.59-550024.9,RRC,0.622,13.74,1513.357,0.286433,0.0168
134,458738,ASASSN-V J130236.54+863616.3,RRAB,0.2536,14.17,3683.399,0.63411,0.0124
135,55513957,ASASSN-V J121731.54-423025.8,RRAB,2.5888,14.14,379.7237,0.498269,0.0239
136,485624,ASASSN-V J114153.16-772703.7,RRAB,0.238,14.26,3489.923,0.6376,0.018
137,AP49238973,ASASSN-V J121703.69-654804.4,RRC,1.9961,13.78,19753.7,0.246478,1.3054
138,459110,ASASSN-V J195847.22-131012.6,RRAB,0.1148,16.45,4303.173,0.56907,0.0576
139,561580,ASASSN-V J185718.42-335111.5,RRAB,0.0981,14.67,5749.212,0.56643,0.0394
140,472603,ASASSN-V J180808.19-721208.3,RRAB,0.0569,15.73,8050.145,0.63196,0.0311
141,460096,ASASSN-V J181706.45+101910.3,RRAB,0.1048,15.53,5417.563,0.50283,0.0375
142,484697,ASASSN-V J172805.93-120820.1,RRAB,0.2901,14.74,3017.871,0.58958,0.0249
143,AP55321987,ASASSN-V J123929.57-451543.1,RRC,0.8449,12.98,1104.444,0.198484,0.05
144,566006,ASASSN-V J163432.96-333947.3,RRAB,0.1241,15.25,6166.27,0.713,0.033
145,489336,ASASSN-V J171423.84-525325.0,RRAB,0.0696,13.72,4757.307,0.48707,0.0525
146,654462,ASASSN-V J095036.87-784804.2,RRAB,0.1153,16.18,5343.855,0.557496,0.0387
147,AP39643796,ASASSN-V J075122.87-555713.7,RRAB,0.5306,16.28,1808.277,0.508,0.0321
148,AP48263276,ASASSN-V J153429.12-604539.7,RRC,0.114,15.72,6630.757,0.250279,0.0594
149,21479884,ASASSN-V J071124.18-001301.2,RRC,1.4772,11.98,658.0358,0.244704,0.031
150,58960019,ASASSN-V J200201.64-394222.0,RRAB,1.2022,15.58,6967.697,0.569206,0.0445
151,460279,ASASSN-V J195422.53-120925.8,RRD,0.0871,14.75,6357.74,0.46088,0.0249
152,507091,ASASSN-V J192601.01-010516.3,RRAB,0.2037,14.8,4030.518,0.60298,0.0274
153,509577,ASASSN-V J152625.36-472720.1,RRAB,0.1664,15.4,4423.698,0.58488,0.0377
154,510854,ASASSN-V J175610.17-431023.3,RRAB,0.076,14.77,6799.384,0.53599,0.0279
155,449954,ASASSN-V J183125.83-383844.3,RRAB,0.1637,14.44,4410.101,0.52845,0.0338
156,654494,ASASSN-V J060848.08-220455.0,RRAB,0.144,16.51,4385.984,0.525916,0.0579
157,462863,ASASSN-V J163125.51-145903.8,RRC,0.4451,13.76,2105.047,0.29952,0.0158
158,AP59718714,ASASSN-V J183452.68-340935.0,RRC,0.0351,15.28,6602.027,0.301418,0.0347
159,AP39515745,ASASSN-V J063210.77-661652.7,RRAB,0.0822,14.72,7388.275,0.690519,0.0163
160,32451511,ASASSN-V J192849.08+075735.1,RRC,0.9855,12.82,980.126,0.201903,0.0155
161,450042,ASASSN-V J183432.73-392129.1,RRC,0.1037,15.23,5882.822,0.34739,0.0312
162,486121,ASASSN-V J153406.80-404357.1,RRAB,0.1742,14.7,4372.25,0.5145,0.0297
163,464064,ASASSN-V J095537.74-045433.9,RRAB,0.0518,15.62,5518.816,0.63838,0.0418
164,461471,ASASSN-V J195242.31-063617.7,RRAB,0.1582,14.65,5039.709,0.65214,0.0202
165,654297,ASASSN-V J232100.94-543627.3,RRC,0.0902,14.95,7478.007,0.270302,0.0217
166,448461,ASASSN-V J204030.64+014959.3,RRAB,0.1545,15.22,4401.207,0.61234,0.0312
167,460105,ASASSN-V J180905.53+112927.5,RRAB,0.1436,14.93,4842.883,0.44633,0.0258
168,50933763,ASASSN-V J173235.19-530811.4,RRAB,0.6324,14.34,1492.418,0.495333,0.0438
169,459665,ASASSN-V J181658.30+151644.1,RRAB,0.1788,14.06,5234.351,0.76295,0.0187
170,491008,ASASSN-V J165037.55-192451.0,RRD,0.1167,15.65,5332.96,0.470065,0.0379
171,474523,ASASSN-V J100809.45-434412.0,RRAB,0.217,14.1,3745.347,0.6368,0.0164
172,461829,ASASSN-V J200510.96-054720.2,RRC,0.1594,15.74,4568.056,0.35706,0.033
173,AP58400084,ASASSN-V J185036.31-622534.6,RRC,0.7811,12.53,1229.261,0.351043,0.0137
174,469986,ASASSN-V J200820.20-103923.3,RRAB,0.0687,15.59,5786.646,0.56689,0.0415
175,492719,ASASSN-V J185506.82-183123.6,RRAB,0.1461,15.77,4542.892,0.60613,0.0395
176,457487,ASASSN-V J074412.24+724004.3,RRAB,0.1668,14.27,5389.375,0.41399,0.0183
177,452162,ASASSN-V J043756.89-601020.4,RRAB,0.0606,15.91,7234.504,0.51139,0.0261
178,514543,ASASSN-V J182433.27-371918.6,RRAB,0.0626,15.4,6877.119,0.54771,0.0356
179,AP60009319,ASASSN-V J185236.13-311011.9,RRC,0.4964,14.06,1855.689,0.2384,0.0202
180,488509,ASASSN-V J194656.75-194617.6,RRAB,0.1594,14.49,4723.189,0.63045,0.0295
181,AP50729808,ASASSN-V J171358.07-611934.1,RRC,0.1156,14.76,5628.965,0.278048,0.0253
182,AP54926727,ASASSN-V J143640.23-381403.0,RRAB,1.1728,13.4,822.2602,0.453822,0.0185
183,464728,ASASSN-V J094217.92-743422.5,RRAB,0.1024,15.21,7441.995,0.76257,0.0204
184,AP9936884,ASASSN-V J215310.05+255541.2,RRAB,0.9095,13.39,1066.105,0.997828,0.0377
185,458339,ASASSN-V J075145.01+031249.6,RRC,0.2336,14.27,3498.252,0.2457,0.024
186,470095,ASASSN-V J181948.56-663635.7,RRAB,0.0592,15.76,6566.243,0.5609,0.0355
187,453604,ASASSN-V J192338.93+721620.9,RRAB,0.1542,15.09,5014.206,0.56679,0.0201
188,565624,ASASSN-V J143556.44-415940.1,RRAB,0.1353,13.85,5765.982,0.48766,0.0358
189,484867,ASASSN-V J110937.08-675317.8,RRAB,0.0677,15.22,6833.502,0.53332,0.0285
190,477443,ASASSN-V J000355.90+515927.7,RRAB,0.0615,15.89,5530.412,0.48921,0.0476
191,456164,ASASSN-V J025121.01-874003.2,RRAB,0.1402,15.4,5036.611,0.54168,0.0225
192,467265,ASASSN-V J124552.28-123308.4,RRC,0.3318,13.06,2635.162,0.2472,0.0181
193,566225,ASASSN-V J155352.51-355208.9,RRC,0.3306,14.35,2651.044,0.40407,0.0177
194,AP59406124,ASASSN-V J180041.02-445939.1,RRC,0.4738,15.43,5508.373,0.281286,0.3118
195,489895,ASASSN-V J154354.06-710200.4,RRAB,0.1381,14.85,5154.853,0.6613,0.0265
196,476255,ASASSN-V J130011.42-563354.7,RRAB,0.1465,15.42,4621.589,0.65641,0.0351
197,479806,ASASSN-V J190612.46-035609.1,RRAB,0.3362,16.08,2624.869,0.42622,0.0455
198,516904,ASASSN-V J101934.49-530000.0,RRC,0.1708,15.06,4582.935,0.412703,0.021
199,AP40141202,ASASSN-V J080729.21-561954.6,RRAB,0.4109,15.52,2248.564,0.491062,0.0264
200,469467,ASASSN-V J112755.55-831443.6,RRAB,0.1642,15.4,4452.226,0.51351,0.0223
201,448498,ASASSN-V J074353.34-624706.8,RRAB,0.0946,15.87,5922.077,0.52528,0.0307
202,492680,ASASSN-V J190513.93-190556.9,RRAB,0.0961,14.88,5986.103,0.46024,0.0355
203,476423,ASASSN-V J123734.33-484619.6,RRAB,0.0806,15.45,5831.378,0.59453,0.0385
204,449915,ASASSN-V J183518.65-394647.7,RRAB,0.1359,14.56,5426.444,0.67137,0.0215
205,AP39302733,ASASSN-V J061316.28-753608.1,RRC,0.3079,14.7,2854.16,0.384884,0.0159
206,448352,ASASSN-V J051555.80-460234.8,RRAB,0.0788,15.55,7017.613,0.60558,0.0237
207,509355,ASASSN-V J164006.23-294237.1,RRAB,0.19,15.51,3807.604,0.61105,0.0426
208,493802,ASASSN-V J184516.61-181307.3,RRAB,0.2135,14.51,3525.98,0.65247,0.0413
209,493653,ASASSN-V J184619.65-195425.0,RRAB,0.0761,15.91,5953.578,0.48906,0.0395
210,475125,ASASSN-V J185954.46-150726.1,RRAB,0.1427,14.83,4608.111,0.658868,0.0416
211,479804,ASASSN-V J102816.41-534423.7,RRAB,0.0853,15.64,6191.469,0.48842,0.0253
212,475662,ASASSN-V J205738.94+325815.0,RRAB,0.1611,14.53,5473.6,0.64261,0.0186
213,504774,ASASSN-V J111906.85-714455.8,RRAB,0.1253,15.05,5790.81,0.54875,0.0214
214,452790,ASASSN-V J165902.82+133520.9,RRAB,0.0353,15.79,11087.08,0.50356,0.0321
215,494276,ASASSN-V J172303.16-161946.3,RRAB,0.1406,15.75,4872.198,0.61874,0.0365
216,488956,ASASSN-V J173007.66-491652.5,RRAB,0.1045,15.3,5821.379,0.53087,0.0324
217,AP56022500,ASASSN-V J145651.47-361617.3,RRC,0.5387,13.18,1722.431,0.181908,0.0228
218,490588,ASASSN-V J163106.44-165451.6,RRAB,0.1982,14.95,4759.897,0.71679,0.0284
219,455835,ASASSN-V J184901.49-624507.1,RRAB,0.1254,15.14,5231.994,0.47704,0.0346
220,454270,ASASSN-V J180643.88+224636.6,RRAB,0.0746,15.21,8067.836,0.44379,0.0234
221,J000644.09-422648.9,ASASSN-V J000644.09-422648.9,RRAB,0.662,15.55,1435.938,0.60516,0.034
222,484425,ASASSN-V J174106.69-130041.9,RRAB,0.2703,14.34,3507.331,0.61145,0.024
223,AP55173173,ASASSN-V J120001.39-541224.4,RRC,0.4565,13.1,2061.981,0.215074,0.0156
224,505606,ASASSN-V J182449.17-322704.7,RRAB,0.0929,15.55,5730.665,0.54477,0.044
225,502422,ASASSN-V J215557.87+272625.8,RRAB,0.0815,16.11,5706.001,0.64512,0.0376
226,520966,ASASSN-V J180717.53-511356.0,RRAB,0.0856,14.95,6198.049,0.56641,0.0305
227,450565,ASASSN-V J184645.99-461224.4,RRAB,0.095,15.23,5786.579,0.47422,0.039
228,514690,ASASSN-V J191740.81-292936.2,RRAB,0.0821,15.59,5487.361,0.43894,0.0593
229,475219,ASASSN-V J190112.61-124247.1,RRAB,0.1705,15.88,4060.035,0.44247,0.0596
230,AP52549910,ASASSN-V J160814.40-420811.7,RRC,0.4226,15.09,5219.365,0.208805,0.311
231,AP39600215,ASASSN-V J074318.24-604807.1,RRC,0.7411,13.76,1294.564,0.234562,0.0122
232,510870,ASASSN-V J175525.99-420131.4,RRAB,0.0607,15.74,6411.816,0.52401,0.0388
233,40464187,ASASSN-V J113912.43-603025.8,RRC,0.3792,15.48,2425.371,0.322685,0.0259
234,448298,ASASSN-V J175636.99+432236.0,RRC,0.1229,14.61,5965.873,0.27263,0.016
235,457976,ASASSN-V J203756.60-794835.4,RRC,0.2689,14.29,3205.158,0.26961,0.0184
236,461301,ASASSN-V J201955.04-060613.8,RRAB,0.0835,15.24,5880.915,0.67965,0.0346
237,AP28633394,ASASSN-V J182228.76-224044.9,RRC,0.6825,14.11,1405.346,0.347481,0.0738
238,462161,ASASSN-V J173858.67-001517.6,RRAB,0.1709,15.15,4201.671,0.48622,0.0336
239,560263,ASASSN-V J064624.97+680741.3,RRAB,0.1013,15.05,5919.668,0.5611,0.0255
240,449243,ASASSN-V J172912.19+024701.6,RRAB,0.096,15.59,6802.254,0.53808,0.0341
241,559854,ASASSN-V J195352.36+002634.9,RRAB,0.2071,15.41,3765.146,0.48404,0.0325
242,475059,ASASSN-V J190100.51-133252.8,RRAB,0.1508,15.34,4480.011,0.51761,0.0355
243,AP38218023,ASASSN-V J085604.07-723055.3,RRC,0.2628,15.25,2025.128,0.237995,0.1344
244,471932,ASASSN-V J190454.75-643958.7,RRC,0.1769,13.95,4520.019,0.31752,0.015
245,477428,ASASSN-V J235802.40+505807.2,RRAB,0.036,15.66,8803.735,0.5893,0.0328
246,461727,ASASSN-V J194703.82-072121.6,RRAB,0.218,14.34,3889.643,0.66794,0.0248
247,491625,ASASSN-V J173421.07-183047.2,RRAB,0.1267,15.01,6552.365,0.50959,0.0317
248,448350,ASASSN-V J184022.12+305347.8,RRAB,0.0745,15.59,7066.1,0.55719,0.0264
249,AP50859390,ASASSN-V J175323.46-575319.9,RRC,0.1814,15.31,4370.2,0.265156,0.0315
250,468095,ASASSN-V J185155.59-434242.8,RRAB,0.1114,14.32,6084.379,0.57044,0.0221
251,J175324.73+510455.3,ASASSN-V J175324.73+510455.3,RRAB,2.4315,13.21,407.2381,0.530684,0.0102
252,489967,ASASSN-V J161922.85-333554.7,RRAB,0.0708,16.4,5864.8,0.49144,0.0548
253,AP2440698,ASASSN-V J021712.04+483649.9,RRC,0.2054,14.73,3814.611,0.444234,0.0306
254,518113,ASASSN-V J072144.85-150207.2,RRAB,1.3042,14.64,3703.248,0.53987,0.9745
255,AP43241634,ASASSN-V J075607.81-523556.9,RRC,0.4281,13.78,1097.854,0.202456,0.3018
256,41026113,ASASSN-V J103606.02-564707.1,RRC,0.5791,14.27,1630.254,0.192741,0.0202
257,492253,ASASSN-V J165828.72-164252.2,RRAB,0.1178,15.42,4771.83,0.45374,0.0395
258,31621973,ASASSN-V J184728.81-084658.0,RRC,0.8066,13.92,5130.137,0.241489,0.5242
259,514535,ASASSN-V J183036.98-384146.7,RRAB,0.1339,14.14,4696.994,0.61352,0.0324
260,AP52478970,ASASSN-V J155246.86-444455.6,RRC,0.4545,13.8,2008.492,0.435815,0.0204
261,469757,ASASSN-V J192114.59-245133.6,RRAB,0.133,15.25,4877.622,0.62444,0.0278
262,457439,ASASSN-V J102215.97-843711.4,RRAB,0.0719,15.52,8916.486,0.58507,0.0222
263,461569,ASASSN-V J194747.89-072223.4,RRAB,0.2265,14.45,3559.904,0.46575,0.0229
264,AP42615553,ASASSN-V J105653.63-305002.8,RRC,0.1587,14.51,4247.026,0.332494,0.021
265,482821,ASASSN-V J150312.73-481919.9,RRAB,0.2216,14.65,3641.7,0.666911,0.0249
266,450315,ASASSN-V J173351.47-710556.0,RRC,0.1351,14.65,5077.182,0.30104,0.0184
