index,source_id,asassn_name,variable_type,parallax,mean_vmag,dist,period,parallax_error
651,AP38205526,ASASSN-V J091811.41-710539.8,RRC,0.479,14.23,1947.945,0.311449,0.0124
652,465910,ASASSN-V J194635.79+053654.3,RRC,0.2762,13.41,3143.488,0.29516,0.0146
653,AP54011283,ASASSN-V J132225.78-582441.3,RRC,0.281,14.51,3090.533,0.305623,0.0185
654,AP40069027,ASASSN-V J081522.28-575351.1,RRC,0.1076,15.91,5743.476,0.309141,0.0299
655,AP47654878,ASASSN-V J151633.00-702022.8,RRC,0.3856,14.67,2699.593,0.299419,0.0998
656,457022,ASASSN-V J223211.96-753824.4,RRC,0.2223,13.86,4024.546,0.37825,0.0139
657,AP57108036,ASASSN-V J212055.49-822935.8,RRC,0.1566,14.66,4732.844,0.322471,0.0175
658,AP42167935,ASASSN-V J095948.96-423836.0,RRC,0.2671,13.93,3341.418,0.197711,0.0154
659,AP31450999,ASASSN-V J195910.42+024324.1,RRC,0.4083,14.29,2342.253,0.214231,0.0316
660,AP52562480,ASASSN-V J162103.66-422158.1,RRC,0.6381,15.06,1563.44,0.370219,0.0619
661,AP15877217,ASASSN-V J200350.12+623333.3,RRC,0.5091,13.65,1877.137,0.308304,0.011
662,AP28632514,ASASSN-V J182218.40-230736.0,RRC,0.5171,12.69,1827.059,0.226211,0.0177
663,AP42919853,ASASSN-V J074334.24-552937.8,RRC,0.4932,15.18,1871.058,0.249225,0.0194
664,AP40386140,ASASSN-V J112159.95-623336.2,RRC,1.8747,14,1637.986,0.206425,1.0318
665,AP47953674,ASASSN-V J170652.98-651305.8,RRC,0.2016,13.82,3206.373,0.302898,0.049
666,AP32949614,ASASSN-V J194429.57+161357.3,RRC,0.0862,14.24,6151.133,0.296411,0.0335
667,AP49226995,ASASSN-V J120713.19-672250.3,RRC,0.9726,13.77,1017.787,0.262616,0.1506
668,AP36305883,ASASSN-V J044434.44-652959.0,RRC,0.6005,13.66,1576.746,0.248064,0.0113
669,454572,ASASSN-V J151515.85+733321.3,RRC,0.1378,14.2,5752.634,0.34351,0.0141
670,AP51207561,ASASSN-V J163413.19-535604.8,RRC,0.4593,13.81,1976.703,0.376005,0.0184
671,474588,ASASSN-V J104842.42-193826.4,RRC,0.1606,13.74,4360.071,0.29447,0.0227
672,AP40573514,ASASSN-V J110016.46-592422.1,RRC,0.3601,10.95,2626.779,0.313025,0.0193
673,J160949.37-605513.8,ASASSN-V J160949.37-605513.8,RRC,0.8831,12.43,1103.603,0.292626,0.0127
674,AP29764649,ASASSN-V J172756.29-162723.7,RRC,0.1519,14.11,5429.171,0.214751,0.0315
675,468510,ASASSN-V J192050.91-670400.4,RRC,0.2446,14.1,3419.946,0.237,0.0175
676,655486,ASASSN-V J093148.13-171358.0,RRC,0.1436,14.76,4415.296,0.334788,0.0253
677,AP15797535,ASASSN-V J223108.30+731359.9,RRC,0.3763,14.34,2441.683,0.192947,0.0125
678,451879,ASASSN-V J184429.85+665205.6,RRC,0.2057,14.16,4218.999,0.33781,0.0159
679,AP28668905,ASASSN-V J182116.18-205526.1,RRC,1.5675,10.37,624.8135,0.332803,0.0206
680,515211,ASASSN-V J062319.26+143010.5,RRC,0.1605,14.25,4701.31,0.33205,0.0183
681,AP42199714,ASASSN-V J101104.07-400651.4,RRC,0.6524,13,1470.064,0.356108,0.0141
682,467082,ASASSN-V J190628.71-345203.2,RRC,0.2009,13.86,4053.975,0.35824,0.0179
683,AP50399310,ASASSN-V J150507.83-501606.9,RRC,0.1235,15.74,4750.526,0.347275,0.0427
684,48789843,ASASSN-V J144735.56-660627.0,RRC,0.383,13.63,2366.02,0.391366,0.0219
685,AP13724118,ASASSN-V J193627.06+305849.0,RRC,0.8363,11.78,1059.144,0.444708,0.1263
686,AP59417608,ASASSN-V J181931.07-432203.8,RRC,0.1915,13.94,4087.978,0.336499,0.0185
687,462931,ASASSN-V J193914.18+084550.6,RRC,0.2331,14.09,3594.424,0.29238,0.0163
688,AP51151521,ASASSN-V J165317.97-565347.0,RRC,0.4808,14.47,2376.361,0.321783,0.097
689,AP57443475,ASASSN-V J193737.41-700247.4,RRC,1.3235,11.84,732.5652,0.272833,0.0129
690,457483,ASASSN-V J123131.70+622159.3,RRC,0.2038,13.74,4243.895,0.37856,0.0139
691,AP59529854,ASASSN-V J182535.95-401619.7,RRC,0.6005,14.96,8642.716,0.186783,0.3431
692,462237,ASASSN-V J173407.60-010928.7,RRC,0.1847,14.9,3967.987,0.26035,0.0332
693,454871,ASASSN-V J190337.47-383109.2,RRC,0.1607,14.27,4723.654,0.31711,0.0201
694,453429,ASASSN-V J185318.40-542921.7,RRC,0.243,13.42,3445.629,0.29274,0.0154
695,AP51352079,ASASSN-V J170205.63-512252.9,RRC,0.3676,13.58,4420.73,0.184132,0.169
696,3381112,ASASSN-V J004943.39+620557.0,RRC,0.3321,14.03,2728.859,0.292121,0.0168
697,456413,ASASSN-V J181845.69-771459.9,RRC,0.1933,14.42,4163.99,0.30997,0.0161
698,455061,ASASSN-V J160436.88+702802.9,RRC,0.1305,15.1,6354.953,0.26726,0.0195
699,AP39576018,ASASSN-V J080820.34-604208.4,RRC,0.8226,12.96,1177.657,0.203088,0.0431
700,450707,ASASSN-V J200021.37+011812.2,RRC,0.1306,15.15,4832.113,0.34712,0.0311
701,AP57596603,ASASSN-V J180719.56-675234.2,RRC,0.3625,14.21,2431.223,0.338789,0.029
702,560663,ASASSN-V J201109.32+233923.0,RRC,0.3666,13.77,2482.867,0.22949,0.0137
703,459561,ASASSN-V J163926.67-233832.3,RRC,0.2485,15.07,3213.312,0.30378,0.0379
704,AP36048342,ASASSN-V J030217.66-813352.6,RRC,0.1351,14.8,5428.138,0.260856,0.0169
705,461491,ASASSN-V J202018.85-070220.3,RRC,0.1786,14.03,4410.842,0.39668,0.0204
706,42283580,ASASSN-V J092635.19-421155.9,RRC,0.3129,13.7,2793.513,0.207994,0.0343
707,469859,ASASSN-V J195800.16-651934.8,RRC,0.1386,15.34,4737.021,0.38242,0.027
708,AP43063070,ASASSN-V J062547.85-520146.3,RRC,1.1898,12.41,828.3236,0.20285,0.0195
709,AP39494798,ASASSN-V J065023.66-683008.9,RRC,0.4885,13.7,1871.791,0.24781,0.0144
710,656313,ASASSN-V J182700.51-743935.1,RRC,0.179,14.6,4286.071,0.342212,0.0172
711,15607327,ASASSN-V J225251.12+625359.0,RRC,0.1801,14.45,4558.947,0.460836,0.0148
712,AP59600437,ASASSN-V J185133.02-390948.6,RRC,0.1444,14.99,4622.912,0.335233,0.044
713,AP41347022,ASASSN-V J104932.85-482145.6,RRC,0.6807,12.23,1392.354,0.283434,0.016
714,AP29131662,ASASSN-V J171128.68-254650.8,RRC,0.6019,14.76,9380.365,0.29074,0.5439
715,AP49484451,ASASSN-V J133756.56-590519.8,RRC,0.4548,12.85,2065.059,0.241479,0.0639
716,AP40137952,ASASSN-V J081452.36-562951.8,RRC,0.972,14.56,993.9674,0.212984,0.0132
717,654719,ASASSN-V J074607.21+134550.7,RRC,0.0975,14.51,6068.716,0.414226,0.0216
718,AP47366375,ASASSN-V J123637.05-813353.2,RRC,0.2588,14.84,3349.057,0.437053,0.0194
719,AP38258626,ASASSN-V J083446.45-692805.4,RRC,0.1193,15.12,6050.071,0.28479,0.0215
720,AP16109768,ASASSN-V J230522.69+763327.0,RRC,0.2737,14.04,3097.548,0.441866,0.0247
721,449900,ASASSN-V J182431.87-370455.0,RRC,0.1857,14.4,4208.96,0.29579,0.02
722,AP36390468,ASASSN-V J035338.20-574305.6,RRC,0.2287,15.15,3653.001,0.313716,0.0202
723,AP43312135,ASASSN-V J080212.42-490547.0,RRC,0.5922,13.94,1580.346,0.261555,0.0175
724,655215,ASASSN-V J103150.74+825816.1,RRC,0.127,14.81,5572.431,0.348503,0.0172
725,AP40393950,ASASSN-V J113623.38-615624.0,RRC,0.3236,14.96,2773.432,0.307106,0.0217
726,AP59644612,ASASSN-V J185642.43-362259.5,RRC,0.1108,14.42,6910.547,0.248495,0.0378
727,466618,ASASSN-V J085823.22-820721.0,RRC,0.1879,14.65,4308.928,0.20473,0.0175
728,AP14441054,ASASSN-V J191816.22+420218.1,RRC,0.2139,13.84,4119.866,0.244117,0.0117
729,AP52690310,ASASSN-V J152934.54-464136.5,RRC,0.2576,14.76,3399.466,0.319677,0.0258
730,AP48191236,ASASSN-V J152709.83-651509.4,RRC,2.1267,14,1150.966,0.361369,0.4429
731,504552,ASASSN-V J210854.17+312554.3,RRC,0.0937,14.51,6412.795,0.39202,0.0213
732,AP52509149,ASASSN-V J154619.07-421733.4,RRC,0.1484,14.92,4804.199,0.285849,0.0309
733,453909,ASASSN-V J151600.13+701206.3,RRC,0.116,14.82,6365.946,0.27733,0.0183
734,AP39371727,ASASSN-V J083158.70-691040.2,RRC,0.2942,14.57,3016.232,0.39854,0.0145
735,489187,ASASSN-V J192714.06-125238.0,RRC,0.1643,14.8,4443.419,0.32572,0.0258
736,479947,ASASSN-V J193809.27-024900.1,RRC,0.2673,14.05,3265.316,0.29579,0.0172
737,AP59840659,ASASSN-V J192831.62-340414.3,RRC,1.2236,13.4,5607.253,0.265176,0.5251
738,457324,ASASSN-V J054946.32+755354.8,RRC,0.1706,15.07,4744.86,0.36618,0.0223
739,466387,ASASSN-V J201703.98+241020.8,RRC,0.2328,14.88,3547.011,0.41725,0.0211
740,AP47891563,ASASSN-V J173226.30-665653.8,RRC,0.1479,15.05,5250.903,0.265641,0.0244
741,3449965,ASASSN-V J003548.74+625008.1,RRC,0.2167,14.55,3853.237,0.358449,0.018
742,AP49518912,ASASSN-V J135750.19-573433.6,RRC,0.1755,15.1,4212.575,0.290249,0.0292
743,45704562,ASASSN-V J085357.03-272227.2,RRC,0.4354,14.1,2115.938,0.213494,0.0175
744,10919240,ASASSN-V J202918.38+314937.6,RRC,0.5276,14.3,1764.179,0.471349,0.0156
745,655456,ASASSN-V J093245.76-180414.9,RRC,0.0971,15.37,5500.688,0.335711,0.0264
746,AP52023826,ASASSN-V J165539.03-450949.0,RRC,0.3682,13.44,2407.769,0.284551,0.0189
747,AP57342441,ASASSN-V J220423.77-672009.0,RRC,0.2627,13.51,3054.681,0.283466,0.0229
748,AP50911088,ASASSN-V J175954.68-550548.6,RRC,0.0995,14.27,6028.875,0.3364,0.0227
749,AP3422484,ASASSN-V J000120.98+612135.2,RRC,0.2453,14.94,3531.004,0.305529,0.0181
750,AP39428330,ASASSN-V J074746.64-673405.3,RRC,0.1996,15.44,4105.463,0.360006,0.0201
751,460431,ASASSN-V J141517.58-195812.4,RRC,0.1775,14.37,4261.393,0.35064,0.0295
752,AP14518532,ASASSN-V J182940.92+404957.8,RRC,0.1135,14.71,6563.758,0.276081,0.0205
753,490866,ASASSN-V J165017.15-185645.5,RRC,0.4044,13.84,2207.525,0.26421,0.0179
754,655612,ASASSN-V J211028.67+353748.9,RRC,0.1732,14.31,4786.021,0.310992,0.0153
755,471813,ASASSN-V J211502.39+424354.8,RRC,0.7197,13.82,1333.372,0.38469,0.0269
756,509022,ASASSN-V J145538.82-401021.8,RRC,0.1701,14.28,4131.717,0.29847,0.0258
757,AP50009286,ASASSN-V J151731.49-514940.1,RRC,0.2581,15.05,3164.44,0.338869,0.0305
758,AP36092849,ASASSN-V J031048.81-774607.1,RRC,0.8049,13.44,1185.455,0.230989,0.0112
759,AP38205080,ASASSN-V J092525.19-710008.1,RRC,1.054,12.39,933.0983,0.200928,0.0119
760,AP51247332,ASASSN-V J160846.26-550524.2,RRC,3.9218,14.62,4478.812,0.24568,1.9761
761,AP30806871,ASASSN-V J192000.80-075722.2,RRC,0.3799,14.54,2354.923,0.372336,0.0233
762,AP39617822,ASASSN-V J073447.04-580659.4,RRC,2.3988,14.98,411.733,0.405053,0.0192
763,AP38616780,ASASSN-V J105137.16-655706.5,RRC,0.5736,14.62,6879.608,0.236914,0.0186
764,AP39819682,ASASSN-V J090723.88-562555.8,RRC,0.4665,13.19,2007.83,0.362188,0.02
765,AP51931592,ASASSN-V J172847.44-405947.2,RRC,0.6955,14.92,1356.678,0.248119,0.0266
766,AP47475072,ASASSN-V J132344.28-754749.8,RRC,0.7681,12.69,1260.237,0.336874,0.0117
767,470160,ASASSN-V J052401.51+480443.1,RRC,0.4424,14.38,2027.791,0.26617,0.0295
768,453226,ASASSN-V J180052.82+110537.8,RRC,0.2328,14.02,3554.53,0.40477,0.0165
769,AP50311648,ASASSN-V J143146.53-515957.7,RRC,0.1999,15.41,3812.724,0.453061,0.0348
770,J113152.18-431554.6,ASASSN-V J113152.18-431554.6,RRC,0.2717,14.14,3142.543,0.404585,0.0178
771,461842,ASASSN-V J200949.21-060334.3,RRC,0.0562,15.56,6502.297,0.30064,0.0452
772,AP39042868,ASASSN-V J103818.23-612005.7,RRC,0.4346,13.75,2092.554,0.292703,0.0266
773,AP8946738,ASASSN-V J172936.66+652939.9,RRC,0.3916,13.93,2402.282,0.400702,0.0142
774,AP59944573,ASASSN-V J190401.09-335241.2,RRC,0.1029,14.78,6735.483,0.425996,0.0274
775,AP39455634,ASASSN-V J083644.61-634754.7,RRC,0.7475,14.38,1238.124,0.233549,0.3181
776,AP53440598,ASASSN-V J161553.68-331543.8,RRC,0.1515,14.46,4730.878,0.335505,0.0289
777,AP59188766,ASASSN-V J182005.98-465706.8,RRC,0.1817,13.76,4339.502,0.360082,0.0187
778,AP56373012,ASASSN-V J160132.68-255246.8,RRC,0.0975,15.05,5367.024,0.315359,0.0522
779,564634,ASASSN-V J114806.29-175826.6,RRC,0.0431,14.82,5577.342,0.36722,0.0345
780,AP43864827,ASASSN-V J064106.44-480115.0,RRC,0.3754,13.67,2441.621,0.369789,0.0116
781,461521,ASASSN-V J195636.46-073821.1,RRC,0.2218,13.93,3671.647,0.32984,0.0203
782,AP28871563,ASASSN-V J185244.68-163342.0,RRC,0.4956,14.58,1841.222,0.313935,0.0255
783,514569,ASASSN-V J184240.81-384501.6,RRC,0.1195,14.71,5396.973,0.40444,0.0227
784,AP59418011,ASASSN-V J181918.09-431937.6,RRC,0.1691,14.73,4637.875,0.32277,0.0249
785,484467,ASASSN-V J171934.96-150519.6,RRC,0.2422,14.45,3101.416,0.3428,0.0263
786,AP51474797,ASASSN-V J162429.64-474060.0,RRC,1.2031,15.34,3571.841,0.223624,0.7282
787,AP10066876,ASASSN-V J202933.21+144907.3,RRC,0.7519,14.5,1273.789,0.370876,0.0315
788,AP53440001,ASASSN-V J161157.67-330928.7,RRC,0.133,15.24,4915.742,0.39709,0.0316
789,AP36478303,ASASSN-V J004619.52-684635.2,RRC,0.3869,14.45,2372.369,0.243772,0.0148
790,AP58450269,ASASSN-V J181832.30-600759.0,RRC,0.2922,14.77,3022.048,0.337247,0.0252
791,AP27765791,ASASSN-V J180557.47-343609.2,RRC,1.2425,13.06,780.4781,0.20905,0.0377
792,AP57075695,ASASSN-V J204347.67-854713.9,RRC,0.251,13.71,3530.707,0.368953,0.0121
793,49949996,ASASSN-V J151355.82-542825.3,RRC,0.8518,14.61,1120.127,0.181943,0.0245
794,462529,ASASSN-V J005928.81-583000.7,RRC,0.1025,14.91,5762.264,0.32709,0.0199
795,J201133.03+363830.3,ASASSN-V J201133.03+363830.3,RRC,1.6588,10.61,598.1834,0.285518,0.0133
796,33857775,ASASSN-V J155130.95-062440.6,RRC,0.1735,14.18,4628.582,0.331296,0.021
797,AP29222616,ASASSN-V J170704.51-232716.5,RRC,0.6297,14.11,1483.086,0.374985,0.0201
798,AP48437624,ASASSN-V J155952.02-575017.2,RRC,0.6279,15.45,1541.423,0.187741,0.0586
799,AP39591115,ASASSN-V J081020.57-581738.4,RRC,2.3616,13.75,417.7194,0.449532,0.0121
800,AP38914477,ASASSN-V J093003.94-640057.2,RRC,1.2802,12.05,728.3702,0.476143,0.2002
801,AP59712893,ASASSN-V J182703.93-344147.7,RRC,0.1488,14.62,2290.598,0.331535,0.0291
802,AP38520018,ASASSN-V J114013.46-673207.8,RRC,0.5374,14.49,1745.46,0.244085,0.0165
803,AP39518605,ASASSN-V J061604.78-662209.0,RRC,0.35,13.27,2704.266,0.346653,0.0142
804,503999,ASASSN-V J110023.64-432551.0,RRC,0.1487,14.87,5001.513,0.25929,0.022
805,AP38642580,ASASSN-V J110525.91-653944.2,RRC,0.8659,12.85,1120.689,0.189846,0.0157
806,515565,ASASSN-V J182746.82-353441.5,RRC,0.2647,13.62,3178.163,0.29437,0.0229
807,515859,ASASSN-V J080625.07-452159.9,RRC,0.3527,14.67,2571.957,0.23184,0.0145
808,AP58449364,ASASSN-V J181500.90-593613.2,RRC,1.1992,13.55,817.4951,0.185623,0.4568
809,47036282,ASASSN-V J082340.03-111219.0,RRC,0.5282,12.82,1765.39,0.321675,0.0193
810,50201611,ASASSN-V J144509.23-524624.9,RRC,0.331,14.36,4520.21,0.199945,0.2248
811,AP40859287,ASASSN-V J111924.59-521616.4,RRC,0.5034,14.39,1835.107,0.197149,0.0343
812,AP38777139,ASASSN-V J101637.47-681006.2,RRC,0.661,12.85,1458.288,0.248807,0.0178
813,28805108,ASASSN-V J182318.52-174538.7,RRC,0.3703,14.47,2381.674,0.306362,0.0302
814,517615,ASASSN-V J152557.38-410808.8,RRC,0.2098,14.45,3748.753,0.32458,0.0274
815,479666,ASASSN-V J032554.94+413651.9,RRC,0.2431,14.47,3401.42,0.24102,0.0269
816,470438,ASASSN-V J195313.90-112940.7,RRC,0.1728,14.38,4490.932,0.36324,0.0215
817,AP34344274,ASASSN-V J163135.66+182352.0,RRC,0.1546,13.27,5283.051,0.317199,0.0138
818,AP54460448,ASASSN-V J132825.33-471600.2,RRC,0.1898,14.36,4122.674,0.408012,0.0219
819,AP27762510,ASASSN-V J181420.91-364816.2,RRC,0.0884,13.87,5976.818,0.21129,0.0313
820,AP34264213,ASASSN-V J161536.40+102625.8,RRC,0.9982,12.16,967.0942,0.249359,0.0174
821,AP57549816,ASASSN-V J181748.25-702241.0,RRC,0.134,15.69,5361.37,0.359312,0.0264
822,479625,ASASSN-V J101511.31-460443.3,RRC,0.1345,14.48,5000.961,0.34712,0.0155
823,AP38222924,ASASSN-V J081208.74-732548.5,RRC,0.1641,14.26,4766.492,0.380767,0.0138
824,AP39545782,ASASSN-V J073033.92-644335.1,RRC,0.5302,14.28,1777.574,0.214438,0.0205
825,458336,ASASSN-V J075022.36+021447.6,RRC,0.1994,14.35,3885.507,0.29948,0.0224
826,AP42113012,ASASSN-V J101453.02-433634.3,RRC,0.5844,13.18,1300.742,0.282143,0.0203
827,448421,ASASSN-V J184253.08+253441.2,RRC,0.2177,14.21,3950.857,0.25345,0.0164
828,475946,ASASSN-V J033918.02+420920.8,RRC,0.2521,14.73,3356.427,0.39114,0.0233
829,AP11974871,ASASSN-V J213628.14+361930.2,RRC,1.7135,11.08,573.9649,0.350096,0.0169
830,654343,ASASSN-V J083530.14-762419.7,RRC,0.184,14.28,4391.408,0.35799,0.0147
831,458784,ASASSN-V J192534.09-234201.7,RRC,0.0831,14.54,6080.102,0.39087,0.031
832,AP47493840,ASASSN-V J134928.29-731735.3,RRC,0.134,15.01,5568.565,0.252658,0.0214
833,48682989,ASASSN-V J131905.14-690529.7,RRC,0.1546,14.58,4405.025,0.48143,0.0678
834,J192332.49-550217.0,ASASSN-V J192332.50-550217.0,RRC,0.0375,15.49,6240.769,0.426622,0.0336
835,AP41214102,ASASSN-V J103029.93-531452.6,RRC,0.2737,15.82,2708.426,0.183249,0.0773
836,AP53312715,ASASSN-V J163953.30-302419.9,RRC,0.18,15.66,4076.53,0.295148,0.0435
837,AP36067500,ASASSN-V J040554.77-805541.1,RRC,0.1196,15.17,5481.924,0.36266,0.0185
838,AP57505456,ASASSN-V J202540.36-671853.0,RRC,0.118,15.02,5621.5,0.24823,0.0212
839,504037,ASASSN-V J194130.15+054246.6,RRC,0.2585,13.64,3301.681,0.30627,0.016
840,AP30823614,ASASSN-V J185329.43-101957.4,RRC,0.6748,13.39,1395.745,0.219724,0.0208
841,521940,ASASSN-V J120213.58-674757.2,RRC,0.25,14.44,3413.39,0.25649,0.0163
842,AP43604495,ASASSN-V J073552.24-442141.7,RRC,0.3492,14.84,2612.244,0.21086,0.0179
843,455274,ASASSN-V J190713.12-613738.8,RRC,0.1914,14.03,4034.059,0.33869,0.017
844,AP18464,ASASSN-V J025107.79+032848.9,RRC,1.5239,13.44,639.8025,0.328748,0.0276
845,AP59043116,ASASSN-V J195703.28-362854.8,RRC,0.1075,14.94,5101.874,0.332967,0.0344
846,APO1790,ASASSN-V J172018.48+441944.3,RRC,0.6508,13.19,1469.526,0.20807,0.0106
847,52631500,ASASSN-V J155409.42-411220.6,RRC,0.3826,14.17,2201.778,0.292749,0.0785
848,AP48547601,ASASSN-V J134411.67-721207.0,RRC,0.2695,14.28,3181.792,0.302798,0.0154
849,467566,ASASSN-V J214858.78-655235.2,RRC,0.0571,14.85,7817.62,0.40024,0.0226
850,48660402,ASASSN-V J132629.77-685950.8,RRC,0.4493,14.02,2055.888,0.481911,0.027
851,AP59956795,ASASSN-V J190012.97-331957.4,RRC,0.1267,15.23,5633.503,0.348189,0.0262
852,AP43074458,ASASSN-V J065341.08-502730.1,RRC,0.2685,15.39,3247.719,0.222426,0.0219
853,469967,ASASSN-V J135210.71-241034.7,RRC,0.1188,15.32,4421.898,0.311311,0.0308
854,AP53978855,ASASSN-V J123334.97-580514.3,RRC,0.1086,13.62,5496.953,0.325961,0.0659
855,488451,ASASSN-V J193319.07-183153.5,RRC,0.1209,14.59,5419.078,0.33648,0.029
856,AP34475257,ASASSN-V J175305.07+052646.0,RRC,0.6127,12.07,1533.878,0.311405,0.0151
857,AP40140264,ASASSN-V J081532.48-555515.7,RRC,0.2911,15.37,2969.801,0.291822,0.0217
858,AP40064166,ASASSN-V J081607.86-584047.7,RRC,0.4013,14.86,2275.914,0.408877,0.0193
859,25823484,ASASSN-V J060847.27+352047.2,RRC,0.7135,14.27,1326.67,0.216846,0.0243
860,24332527,ASASSN-V J064323.99+134733.8,RRC,0.4935,13.66,1860.584,0.250051,0.0182
861,AP36058733,ASASSN-V J053243.74-830542.8,RRC,0.0513,16.32,6494.297,0.350791,0.0354
862,AP53232946,ASASSN-V J164900.19-323118.6,RRC,0.1899,14.7,4138.666,0.283898,0.0303
863,469680,ASASSN-V J204718.96-662121.3,RRC,0.1427,14.36,5265.522,0.36122,0.0162
864,AP51867202,ASASSN-V J175350.03-425529.5,RRC,0.1367,14.67,4721.14,0.457013,0.0412
865,AP27887983,ASASSN-V J182242.02-245355.1,RRC,0.2884,15.39,5330.965,0.425112,0.0745
866,AP15955934,ASASSN-V J201117.79+662742.9,RRC,0.6991,14.1,1383.146,0.409287,0.0126
867,AP9037536,ASASSN-V J173811.59+745202.0,RRC,0.1146,14.83,6495.916,0.433464,0.0209
868,AP43241808,ASASSN-V J075504.51-523201.3,RRC,0.5302,15.46,1766.647,0.234237,0.0237
869,AP55929627,ASASSN-V J145933.55-402023.7,RRC,0.0994,14.9,5308.341,0.274945,0.0354
870,AP53679798,ASASSN-V J162626.21-213741.3,RRC,0.2915,13.96,2979.273,0.219155,0.0236
871,AP15626631,ASASSN-V J232059.90+652931.9,RRC,0.9269,13.3,1061.027,0.364098,0.0219
872,AP6716053,ASASSN-V J064317.51+475613.2,RRC,1.6702,11.24,587.275,0.206201,0.0246
873,AP38093284,ASASSN-V J080529.78-805554.0,RRC,0.2991,15.74,2785.5,0.317591,0.0254
874,AP49775176,ASASSN-V J144158.78-583210.2,RRC,1.185,12.63,827.0558,0.308505,0.0145
875,AP39098955,ASASSN-V J102842.53-592319.8,RRC,0.5456,14.68,1874.273,0.300899,0.2301
876,AP50537025,ASASSN-V J145439.24-474556.7,RRC,0.2578,15.14,2916.549,0.354881,0.0761
877,AP47967798,ASASSN-V J171922.85-634051.4,RRC,0.2287,13.6,3648.962,0.307438,0.014
878,AP3428051,ASASSN-V J001403.42+615126.6,RRC,0.2306,15.12,3905.677,0.240224,0.0188
879,AP37978748,ASASSN-V J083750.15-800633.4,RRC,0.3302,14.99,2694.951,0.318145,0.0182
880,AP4999048,ASASSN-V J032835.53+823637.4,RRC,0.844,12.2,1156.827,0.261185,0.0161
881,AP51980025,ASASSN-V J172710.71-384602.9,RRC,0.5367,15.59,1711.578,0.26961,0.0423
882,AP28413541,ASASSN-V J190840.62-222623.7,RRC,0.1108,14.74,5858.377,0.396794,0.0299
883,J180614.51-524158.7,ASASSN-V J180614.52-524158.7,RRC,0.1372,15.11,5363.41,0.336018,0.0256
884,32084698,ASASSN-V J181807.02+032514.8,RRC,1.9591,14.83,9390.967,0.440825,1.1031
885,AP3279264,ASASSN-V J000418.10+583134.1,RRC,0.2391,15.59,3764.156,0.332415,0.0213
886,AP57478094,ASASSN-V J190438.53-685540.7,RRC,0.1141,14.58,5258.67,0.316513,0.0223
887,518351,ASASSN-V J190056.71-181646.3,RRC,0.6757,14.02,1387.939,0.293835,0.0181
888,2708787,ASASSN-V J000452.68+404039.9,RRC,1.0407,12.2,938.9553,0.287723,0.0187
889,3228556,ASASSN-V J000535.88+545247.7,RRC,0.1527,14.78,5496.541,0.450616,0.0203
890,655206,ASASSN-V J074623.17+045738.0,RRC,0.2256,13.71,3644.429,0.372013,0.0183
891,AP34814876,ASASSN-V J173125.96+082233.7,RRC,0.3639,13.99,2478.143,0.243715,0.0264
892,453745,ASASSN-V J204309.90+045052.5,RRC,0.1616,14.53,4211.849,0.35373,0.0289
893,AP60207229,ASASSN-V J192415.00-221635.8,RRC,0.1962,14.27,4464.615,0.185115,0.0284
894,563028,ASASSN-V J191616.57-274602.8,RRC,0.1868,14.07,4337.826,0.43507,0.0176
895,52318795,ASASSN-V J155926.82-534324.8,RRC,0.3143,14.43,2768.806,0.443678,0.0283
896,453254,ASASSN-V J174630.22+114608.2,RRC,0.1112,15.21,6078.076,0.34782,0.0259
897,AP13823915,ASASSN-V J192245.58+331006.2,RRC,0.1119,15.35,5408.738,0.200355,0.0295
898,AP51804513,ASASSN-V J175256.79-462540.6,RRC,0.1342,14.84,5505.78,0.251344,0.0301
899,484771,ASASSN-V J153751.64-454015.0,RRC,0.1158,14.67,5404.377,0.42205,0.025
900,AP39546063,ASASSN-V J073219.52-641540.4,RRC,0.5674,13.49,1664.161,0.340888,0.0182
901,15031221,ASASSN-V J211336.30+470316.7,RRC,0.4489,14.29,2081.963,0.227813,0.019
902,AP51585374,ASASSN-V J174047.18-494041.9,RRC,0.3298,14.03,2713.226,0.224887,0.0181
903,AP59678771,ASASSN-V J183522.61-380618.7,RRC,0.0893,14.44,5350.048,0.356335,0.0305
904,AP51485167,ASASSN-V J162255.11-462940.1,RRC,0.9071,14.81,1105.985,0.182189,0.0994
905,AP59603150,ASASSN-V J185220.81-385208.9,RRC,0.109,14.94,6105.885,0.31222,0.0352
906,486787,ASASSN-V J101446.99-663927.9,RRC,0.1418,14.54,5203.663,0.37054,0.0167
907,452453,ASASSN-V J180808.66+653100.8,RRC,0.1094,14.79,7199.982,0.40384,0.0172
908,AP47716802,ASASSN-V J171632.51-754732.4,RRC,1.334,11.53,679.3947,0.180362,0.2661
909,AP7539956,ASASSN-V J104039.55+771247.8,RRC,0.3973,14.1,2346.052,0.311312,0.0161
910,469665,ASASSN-V J112712.90-720744.2,RRC,0.2525,14.43,3443.998,0.30278,0.0145
911,AP16273821,ASASSN-V J001602.13-283359.2,RRC,0.2018,13.92,4042.119,0.222193,0.0192
912,566214,ASASSN-V J161151.56-321453.5,RRC,0.4602,13.26,1992.748,0.32257,0.0151
913,AP52622234,ASASSN-V J155110.92-415328.4,RRC,0.2783,14.37,1776.958,0.40318,0.1853
914,469904,ASASSN-V J211924.84-251559.0,RRC,0.2481,13.2,3424.928,0.33299,0.0237
